Keyword,Subcategory,Title,Brand,Price,Description,Image Url 1,Image Url 2,Image Url 3,Image Url 4,Image Url 5,Bullet Point 1,Bullet Point 2,Bullet Point 3,Bullet Point 4,Bullet Point 5,Weight,Product URL
"Coastline la16mo-m-si Guest Towel Cotton 50?x 30?cm Beige/Grey,Karen Cr?ations,LA16MO-M-SI",test_category,Coastline la16mo-m-si Guest Towel Cotton 50?x 30?cm Beige/Grey,Littoral,?12.27,Size: 50x30?cm. French terry finish. fils retors 550?g/m?. Machine washable up to 60??C Dryer-safe Iron on a medium heat,https://images-na.ssl-images-amazon.com/images/I/91K7RKOSxjL._SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/91TmCq1nI2L._SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/91oXJ5mulKL._SL1500_.jpg,,,Size: 50x30?cm. French terry finish. fils retors 550?g/m?.,Machine washable up to 60??C,Dryer-safe,Iron on a medium heat,,82 g,https://www.amazon.co.uk/Coastline-la16mo-m-si-Guest-Towel-Cotton-x/dp/B01J9LRMIS/ref=sr_1_6166?m=A3P5ROKL5A1OLE&s=kitchen&ie=UTF8&qid=1481805662&sr=1-6166
